ID;Nobelprijs;Achternaam;Voornamen;Roepnaam;Geslacht;Titulatuur 1;geboortedatum;Geboorteplaats;Geboorteland;Sterfdatum;Sterfplaats;Land van overlijden;Examentype;Instelling;Datum;Proefschrift;Aanstelling I;Vakgebied I;Datum aanstelling I;Ambtsaanvaarding I;Leeropdracht I;Datum oratie I;Oratie/openbare les;Faculteit I;Einde dienstverband I;Reden I;Bijzonderheden I;Aanstelling II;Vakgebied II;Datum aanstelling II;ambtsaanvaarding II;Leeropdracht II (Onderwijs of Vakgebied);Datum oratie/openbare les II;Oratie/Openbare les II;Faculteit II;Einde dienstverband II;Reden II;Bijzonderheden II;Aanstelling III;Vakgebied III;Datum aanstelling III;Ambtsaanvaarding III;Leeropdracht III (Onderwijs of Vakgebied);Datum oratie/openbare les III;Oratie/openbare les III;Faculteit III;Einde dienstverband III;Reden III;Bijzonderheden III;Aanstelling IV;Vakgebied IV;Datum aanstelling IV;Ambtsaanvaarding IV;Leeropdracht IV (Onderwijs of Vakgebied);Datum oratie/openbare les IV;Oratie/openbare les IV;Faculteit IV;Einde dienstverband IV;Reden IV;Bijzonderheden IV;CV 1;CV 2;VIAF;Handle;NTA / PPN
3026;;Nijboer;Johannes Fredrikus;Hans;Man;;1951-06-22;Ijsselmuiden;Nederland;2013-04-13;Leiden;Nederland;Promotie;Leiden;1982;Algemene grondslagen van de bewijsbeslissing in het Nederlandse strafprocesrecht;Gewoon Hoogleraar;Strafrecht;2001-09-01;;Evidence, in particular in criminal cases;2002-10-18;Caged thinking;Rechtsgeleerdheid;;;"Studie: Rechten, economie. """;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3207749;1581817;068908768
3029;;Oosten;Jarich Gerlof;;Man;;1945;;;2016;;;Promotie;Groningen;1976;Theoretical structure of the religion of Netsilik and the Iglulik;Gewoon Hoogleraar;Culturele Antropologie;;;Cultural anthropology, in particular of oral traditions;1999-05-07;The value of the difference;Sociale Wetenschappen;;;Studie: Theologie, geschiedenis van de theologie, vergelijkende theologie.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91720808;;072024658
1753;;Montroll;Elliot Walters;;Man;;1916-05-04;Pittsburgh;USA;1983-12-03;Washington DC;USA;Promotie;Pittsburgh;1939;Notes and applications of the characteristic value theory of integral equations;Buitengewoon Hoogleraar;Natuurkunde;1967-04-26;;Theoretische natuurkunde (Lorentz leerstoel);;;Wiskunde en Natuurwetenschappen;1968-07-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"(Lorentzleerstoel) voor het tijdvak van 1 febr. 1968 t/m 31 juli 1968. 
            Theoretische natuurkunde.";;25455038;;070119503
1756;;Moor;Bernhardinus de;;Man;;1709-01-29;Maaslandsluis;Nederland;1780-07-18;Gouda;Nederland;Promotie;Leiden;1730;Disputatio theologica de justitia vindicativa Deo essentiali.;Gewoon Hoogleraar;;1745-03-03;;;1745-06-21;;Godgeleerdheid;1779-04-19;Emeritus;Rector Magnificus 1756-1757;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(GODGELEERDHEID) 1745-1779. Hoogleeraar.;"zie: Molhuysen „Bronnen"" V en VI; - Nieuw Nederl. Biogr. Woordenboek X K. 647.";186033830;"1622410; 1581785; 1620403; 1621783; 1620427; 1624643; 1625081";069941831
1039;;Haverkamp;Siegbertus;;Man;;1684-12;Leeuwarden;Nederland;1742-04-07;Leiden;Nederland;;;;;Gewoon Lector;Klassieke Talen;1720-05-09;;;1722-07-01;;Letteren;;;;Gewoon Hoogleraar;Klassieke Talen;1721-10-10;;;1721-12-02;;Letteren;;;;Gewoon Hoogleraar;"Geschiedenis;Klassieke Talen;Retorica";1724-03-15;;;1724-12-18;;Letteren;1742-04-07;Overleden;;;;;;;;;;;;;"(GRIEKSCH, LATIJN, WELSPREKENDHEID) 1720-1742. Lector 1720-1721,
Hoogleeraar 1721-1742.";"zie: Molhuysen „Bronnen"" V; - Nieuw Nederl. Biogr. Woordenboek VII K. 537.";39399735;"1581957; 1620350; 1622977; 1623392; 1621559; 1620294; 1620728";069854688
1042;;Havinga;Egbertus;;Man;;1909-05-07;Amersfoort;Nederland;1988-11-22;Wassenaar;Nederland;Promotie;Utrecht;1939;Monomoleculaire lagen : structuur en chemische reacties;Gewoon Hoogleraar;Scheikunde;1945-12-30;1946-03-01;Organische scheikunde;1946-05-24;Kennis en begrip in de organische chemie;Wiskunde en Natuurwetenschappen;1979-09-01;Eervol ontslag;"1979-06-08 Afscheidscollege: ""50 jaar universitaire organische chemie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1946 deel II blz. 47.;32079787;;070539200
2863;;Zwaan;Pieter Cornelis;Piet;Man;;1928-08-11;Katwijk;Nederland;2002-11-07;Leiden;Nederland;Promotie;Leiden;1955;On the determination of pyroxenes by X-ray powder diagrams;Bijzonder Hoogleraar;Geologie;1977-06-06;1977-07-01;Gemmologie;1978-05-12;Mennik Gall. De krentjes uit de brij;Wiskunde en Natuurwetenschappen;;;Bijzonder Hoogleraar Wiskunde en Natuurwetenschappen vanwege het Leids Universiteits Fonds van 1977-07-01 tot 1982-07-01. 1987-05-26 Herbenoemd van 1987-07-01 tot 1992-07-01.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB LUF 1975-1980 blz. 62. •) 196;23714643;;068033419
2047;;Rijke;Pieter Leonard;Pieter;Man;;1812-07-11;Hemmen;Nederland;1899-04-08;Leiden;Nederland;Promotie;Leiden;1836;Specimen physicum inaugurale de origine electricitatis voltaicae;Buitengewoon Hoogleraar;"Natuurkunde;Wiskunde";1845-04-05;;;;;Wiskunde en Natuurwetenschappen;;;Rector Magnificus 1862-1863;Gewoon Hoogleraar;;1854-05-10;;;;;Wiskunde en Natuurwetenschappen;1882-09-19;1882-09-03( KB) Ontslag wegens Emeritaat, ingaand 1882-09-19.;;;;;;;;;;;;;;;;;;;;;;;;(Wis- EN NATUURKUNDE) 1845-1882. Hoogleeraar.;zie: J. P. Kuenen in Gedenkboek van het Bataafsch Genootschap 1769-1919.;209819115;1621697;069868492
2049;;Rijpperda Wierdsma;Jan Volkert;;Man;;1904-01-08;Nijmegen;Nederland;1981-02-19;Oegstgeest;Nederland;Promotie;Leiden;1937;Politie en justitie : een studie over Hollandschen staatsbouw tijdens de Republiek;Gewoon Hoogleraar;Staatsrecht;1948-06-04;1948-07-16;Staatsrecht;1948-10-08;Dualisme in ons staatsbestel;Rechtsgeleerdheid;1967-03-01;Ontslag op verzoek;Rector Magnificus 1960-1961;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1949 blz. 104. 138;287780008;1660842;068068360
2451;;Thiel;Pieter Hendrik van;;Man;;1895-04-13;Leiden;Nederland;1993;;;Promotie;Leiden;1922;Anopheles en malaria in Leiden en naaste omgeving;Buitengewoon Hoogleraar;;1947-03-20;1947-04-23;Parasitologie;1947-05-30;Parasitisme en parasitaire potentialiteit;Geneeskunde;;;;Gewoon Hoogleraar;;1955-09-12;;Parasitologie;;;;1965-09-01;Eervol ontslag wegens emeritaat;"1965-09-30 Afscheidscollege: ""In en tussen twee werelden""";;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1947 deel II blz. 14. 167;288899054;;068002831
2776;;Wiersma;Klaas;;Man;;1916-02-28;Hengelo;Nederland;1993-01-05;Wassenaar;Nederland;Promotie;Leiden;1952;Het rechtsmiddel verzet van derden;Gewoon Hoogleraar;Notarieel Recht;1946-03-29;;Notarieel Recht;1963-004-01;Schenking en hercodificatie;Rechtsgeleerdheid;1970-07-17;Ontslag op verzoek;1946-1955 Secretaris College van Herstel en Secretaris College van Curatoren;Gewoon Hoogleraar;"Burgerlijk Recht;Notarieel Recht";1971-09-05;;Burgerlijk en Notarieel Recht;;;;1974-04-16;Naar Hoge Raad der Nederlanden;"1974-02-08 Diesrede: ""Testament""";;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1963 blz. 189.;306156974;1655055;06818610X
2778;Nobelprijs voor Natuurkunde (1963);Wigner;Paul Eugène;;Man;;1902-11-17;Boedapest;Hongarije;1995-01-01;Princeton (New Jersey);USA;Promotie;Berlijn;1925;Bildung und Zerfall von Molekülen;Buitengewoon Hoogleraar;Natuurkunde;1956-08-08;;Theoretische Natuurkunde;;;Wiskunde en Natuurwetenschappen;1957-12-03;Benoeming moet worden geacht te zijn geschied voor het tijdvak van 1957-02-19 t/m 1957-08-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;108474833;;073376523
2847;;Zaaijer;Johannes Henricus;;Man;;1876-05-29;Leiden;Nederland;1932-11-09;Leiden;Nederland;Promotie;Leiden;1903;Bijdrage tot de kennis van den oorsprong en den bouw der naevuscellen en der naevotumoren /;Gewoon Hoogleraar;Heelkunde;1914-10-01;;Heelkunde;1915-03-03;;Geneeskunde;1932-11-09;Overleden;Rector Magnificus 1932;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(GENEESKUNDE) 1914-1932. Hoogleeraar;"zie: H. Laméris in Nederl. Tijdschrift voor Geneeskunde 1932 IV no. 47; - J. van der Hoeve in
den Almanak Unitas Studiosorum Lugduno-Batava 1933; - W. A. Kuenen in den Almanak
van het Leidsch Studenten Corps 1933; - Jaarboek der R.U. te Leiden 1933, blz.";291906101;1278095;070404879
2649;;Voorda;Bavius;;Man;;1729-07-01;Franeker;Nederland;1799-07-09;Leiden;Nederland;Promotie;Utrecht;1751;Dissertatio juridica inauguralis de vadimonio;Gewoon Hoogleraar;"Burgerlijk Recht;Romeins Recht";1765-03-26;;Romeinsch en hedendaagsch Burgerlijk Recht;1765-06-24;;Rechtsgeleerdheid;1799-07-09;Overleden;"Rector Magnificus 1769-1770; 1781-1782. 1788-09-01 Op politieke gronden door Curatoren uit zijn ambt ontzet, ""zonder tractement of emolumenten"". Dit besluit bekrachtigd door de Staten van Holland. 1795-02-21 in ambt hersteld. 1795-05-07 Oratie.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(RECHTSGELEERDHEID) 1765-1799. Hoogleeraar.;"zie: Molhuysen „Bronnen"" VI en VII; - Nieuw Nederl. Biogr. Woordenboek III K. 1336.";39743412;"1620349; 1581940; 1623964; 1624893; 1625256; 1623401; 1625377; 1625126; 1622575; 1623699";068359829
2742;;Wery;Paul Leonard;;Man;;1914-11-13;Den Haag;Nederland;2005;;;;;;;Gewoon Lector;;1969-06-25;1971-07-01;Handelsrecht;1971-06-29;De autonomie van het eenvormig privaatrecht;Rechtsgeleerdheid;;;;Gewoon Hoogleraar;;1979-12-20;;Handelsrecht;;;Rechtsgeleerdheid;1984-02-01;Eervol ontslag;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB LUF 1971 blz. 63.;23479157;;068004044
2744;;Wes;Marinus Antony;;Man;;1939-01-13;Lochem;Nederland;2008;;;Promotie;Leiden;1967;Das Ende des Kaisertums im Westen des Römischen Reichs;Gewoon Lector;Geschiedenis;1973-08-15;1973-09-01;Oude geschiedenis;1947-05-24;Tussen polis en technopolis;Letteren;1976-02-01;Eervol ontslag op eigen verzoek;Naar Rijksuniversiteit Groningen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1970-1975 blz. 87.;112314717;;069406677
1917;;Peursen;Cornelis Anthonie van;;Man;;1920-07-08;Rotterdam;Nederland;1996-10-10;;;Promotie;Leiden;1948;Riskante philosofie : een karakteristiek van het hedendaagse existentie͏̈le denken;Gewoon Hoogleraar;;1960-07-12;1960-10-16;Wijsbegeerte;1960-10-21;De werkelijkheidszin der wijsbegeerte. De betekenis van beweging, tijd en geschiedenis voor een deiktische ontologie;Wijsbegeerte;1982-09-01;Eervol ontslag op eigen verzoek;"1968-04-26  Gerekend van 1963-09-01 in de faculteit der Letteren en de Centrale Interfaculteit. 1982-09-24 Afscheidscollege: ""Wetenschappelijke openheid en metafysische kwetsbaarheid""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1961 blz. 180.;42344404;;068218494
1981;;Pui;Meinardus Simon du;;Man;;1754-03-21;Enkhuizen;Nederland;1834-06-14;Leiden;Nederland;Promotie;Groningen;1775;Dissertatio physico-mathematica inauguralis de formulis mechanicis;Buitengewoon Hoogleraar;Gynaecologie en verloskunde;1791-05-14;;Verloskunde en Practische Heelkunde;1791-09-27;;Geneeskunde;;;"Rector Magnificus 1799-1800; 1819-1820";Gewoon Hoogleraar;Gynaecologie en verloskunde;1795-09-19;;Verloskunde en Practische Heelkunde.. 1801-02-02 Gaf onderwijs in Geneeskunde;1795-11-07;;;1824;Emeritus, doch bleef lessen geven tot 1826, daarna nog enkele lessen tot zijn dood in 1834.;1798-11-14 Professor Collegii Medico Practici. 1801-09-26 Oratie. 1815-10-16 Bevestigd.;;;;;;;;;;;;;;;;;;;;;;;(GENEESKUNDE) 1791-1824. Hoogleeraar.;"zie: Molhuysen „Bronnen"" VI en VII; - Nieuw Nederl. Biogr. Woordenboek II K. 1137.";18658785;"1581838; 1620143; 1620618; 1621298";069959129
2235;;Sevenster;Pieter;;Man;;1924-05-02;Hoorn (Terschelling);Nederland;2014-01-19;Oegstgeest;Nederland;Promotie;Leiden;1961;A causal analysis of a displacement activity (fanning in Gasterosteus aculeatus L.);Gewoon Lector;Biologie;1975-07-04;1975-09-01;Ethologie;;;Wiskunde en Natuurwetenschappen;;;Rector Magnificus 1961-1962;Gewoon Hoogleraar;Biologie;1979-12-20;;Ethologie;;;;1989-06-01;Eervol ontslag;;;;;;;;;;;;;;;;;;;;;;;;;;92567247;;155740601
2546;;Veeneklaas;Gerrit Menne Hendrik;;Man;;1909-02-21;Utrecht;Nederland;1991-08-01;Utrecht;Nederland;Promotie;Utrecht;1938;Sternumpunctie bij kinderen;Gewoon Hoogleraar;Kindergeneeskunde;1951-08-06;1952-01-01;Kindergeneeskunde;1952-05-02;Kind en kindergeneeskunde;Geneeskunde;1977-01-01;Eervol ontslag op eigen verzoek;"Afscheidscollege: ""De pediatrie, een ontmoetingsveld van ontoereikendheden""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1952 blz. 99.;67006461;1655129;069698880
2548;;Veit;Johann Friedrich Otto Siegfried;;Man;;1852-07-17;Berlijn;Duitsland;1917-06-03;Halle (Saale);Duitsland;;;;;Gewoon Hoogleraar;Gynaecologie en verloskunde;1896-05-16;;Verloskunde en Vrouwenziekten;1896-06-03;Die Ziele des geburtshülflich-gynäkologischen Unterrichts;Geneeskunde;1903-05-01;1903-04-27  Ontslag op eigen verzoek wegens vertrek naar Duitschland, ingaand 1903-05-01.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(GENEESKUNDE) 1896-1903. Hoogleeraar.;"zie: P. H. Simon Thomas „Het onderwijs in de Verloskunde aan de Leidsche Hoogeschool""; -
G. Anton in Jahresbericht über die Fortschritt auf dem Gebiete der Geburtshilfe und der
Gynakologie. Jahrgang XXX.";40154058;;072775459
2551;;Velde;Emile van de;;Man;;1883-07-10;Keulen;Duitsland;1958-11-27;Monte Carlo;Monaco;Promotie;Utrecht;1909;De fibrillaire structuur der zenuweindorganen;Gewoon Lector;;1910-03-16;;Histologie;1910-10-12;De veranderingen der zenuwcel gedurende hare functie;Geneeskunde;1912-03-01;1912-03-23  Ontslag op eigen verzoek ingaand 1912-03-01.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;281172655;;297908316
352;;Bruins Slot;Warner Johannes;;Man;;1900-05-19;De Wijk (gem. De Wolden);Nederland;1983-03-09;Goes;Nederland;Promotie;Leiden;1932;Diagnostiek, behandeling en pathologische anatomie der thyreotoxicosen;Buitengewoon Hoogleraar;Inwendige Geneeskunde;1958-12-02;;Inwendige Geneeskunde;1959-05-01;Van Lever naar vitamine B 12;Geneeskunde;1965-05-18;Ontslag wegens emeritaat;1946-04-01 : Curator tot 1952-04-01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1959 blz. 151.;284386445;;102142106
340;;Brouwer;Aart;;Man;;1917-05-23;Zutphen;Nederland;2006-08-08;Oegstgeest;Nederland;Promotie;Leiden;1948;Pollenanalytisch en geologisch onderzoek van het onder- en midden-pleistoceen van Noord-Nederland;Gewoon Lector;Geologie;1958-08-07;1958-09-01;Paleontologie. 1958-12-02 Onderwijsopdracht gewijzigd in: Statigrafie, paleontologie en historische geologie.;1959-01-20;Tijd en ruimte in de stratigrafie;Wiskunde en Natuurwetenschappen;;;;Gewoon Hoogleraar;Geologie;1961-11-21;;Stratigrafie en paleontologie;1962-10-19;Historische paleontologie. Enkele beschouwingen over de geologische geschiedenis van rifbouwers en organische riffen;;1983-09-01;1983-03-14 Eervol ontslag als Gewoon Hoogleraar. Tevens benoemd tot Buitengewoon Hoogleraar Wiskunde en Natuurwetenschappen voor het tijdvak van 1983-09-01 tot 1984-01-01.;;Buitengewoon Hoogleraar;;1983-09-01;;;;;Wiskunde en Natuurwetenschappen;1984-01-01;Ontslag wegens emeritaat;"1984-04-06 Afscheidscollege: ""Een kleine aardgeschiedenis""";;;;;;;;;;;;;zie: JB der R.U. te Leiden 1963 blz. 83.;92802163;;07029643X
1095;;Heurnius;Otto;;Man;;1577-09-08;Utrecht;Nederland;1652-07-24;Leiden;Nederland;;;;;Gewoon Lector;Redeneerkunde;1600-05-08;;;;;Letteren;;;"Rector Magnificus 1641-1642; 1648-1649";Buitengewoon Hoogleraar;;1601-08-30;;;;;Geneeskunde;;;Buitengewoon Hoogleraar Geneeskunde samen met T. Bontius. (Deelde werk, salaris en konijnen!);Gewoon Hoogleraar;;1611-02-08;;;;;Geneeskunde;1650;;1618 Gaf tevens onderwijs in Anatomie en Chirurgie. 1624 Kreeg hulp van Adriaan van Valkenburg.;;;;;;;;;;;;(deelde werk, salaris en konijnen!);"zie: Molhuysen „Bronnen"" I en II; - Nieuw Nederl. Biogr. Woordenboek IV K. 747.";64766585;"1624019; 1622559; 1621968; 1624207; 1625053; 1624804; 1619842; 1619717; 1625629; 1624233; 1622433; 1624113";070080917
1096;;Heyman;Johannes;;Man;;1667-01-01;Wezel;Nederland;1737-04-07;Leiden;Nederland;;;;;Gewoon Hoogleraar;Oosterse Talen;1710-02-08;;;1710-03-24;;Letteren;1737-04-07;Overleden;Kreeg in 1707 toestemming en financiering voor een reis in Azië.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(OOSTERSCHE TALEN) 1710-1737. Hoögleeraar.;"zie: Molhuysen „Bronnen"" IV en V; - Nieuw Nederl. Biogr. Woordenboek IX K. 361.";305405856;"1581873; 1619849; 1619455; 1622948";070083150
1764;;Moyne (Moine);Stephanus le;Etienne;Man;;1624-10;Caen;Frankrijk;1689-04-03;Leiden;Nederland;;;;;Gewoon Hoogleraar;;1673-03-14;1674-01-12;;1676-07-03;;Godgeleerdheid;1689-04-03;Overleden;Rector Magnificus 1677-1678;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(GODGELEERDHEID) 1676-1689. Hoogleeraar.;"zie: Molhuysen „Bronnen"" III en IV; •- Nieuw Nederl. Biogr. Woordenboek X, K. 634; -
van der Aa 8.";72341417;"1620903; 1625026";070122199
722;;Duysens;Louis Nico Marie;;Man;;1921-03-15;Heerlen;Nederland;2015-09-08;Oegstgeest;Nederland;Promotie;Utrecht;1952;Transfer of excitation energy in photosynthesis;Gewoon Lector;Natuurkunde;1956-03-07;1956-10-01;Biofysica;;;Wiskunde en Natuurwetenschappen;;;;Gewoon Hoogleraar;Natuurkunde;1962-07-24;;Biofysica;1963-06-07;De biofysica;;1986-04-01;Eervol ontslag wegens emeritaat;"1986-04-04 Afscheidscollege: ""Gedisciplineerde fantasie""";;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1963 blz. 184.;209570415;;071872701
2857;;Zoutendijk;Guus;;Man;;1929-09-12;Den Haag;Nederland;2005-01-29;Oegstgeest;Nederland;Promotie;Amsterdam;1960;Methods of feasible directions : a study in linear and non-linear programming;Gewoon Hoogleraar;Wiskunde;1964-01-31;1964-05-01;Numerieke wiskunde. 1978-08-18 Vakgebied gewijzigd in: De mathematische besliskunde;1964-11-20;Informatieverwerking en wiskunde;Wiskunde en Natuurwetenschappen;1975-04-08;Eervol ontslag op eigen verzoek;;Bijzonder Hoogleraar;Informatica;1979-12-15;;Mathematische Programmering;;;;1985-01-01;;Bijzonder Hoogleraar vanwege het Leids Universiteits-Fonds van 1980-01-01 tot 1985-01-01;;;1961-04-26;1961-05-01;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1962 blz. 195.;58005415;1655152;069293740
2735;;Wensinck;Arent Jan;;Man;;1882-08-07;Alphen;Nederland;1939-09-19;Leiden;Nederland;Promotie;Leiden;1908;Mohammed en de Joden te Medina;Gewoon Hoogleraar;"Archeologie;Oosterse Talen";1912-01-31;;De Hebreeuwsche Taal- en Letterkunde en de Israelitische Oudheden;1912-03-27;;Letteren;;;Rector Magnificus 1927-1928;Gewoon Hoogleraar in tijdelijke dienst;"Bijbelwetenschap;Oosterse Talen";1914-05-04;;De Israëlitische Letterkunde en de Uitlegging van het Oude Testament;;;Godgeleerdheid;;;Tijdelijk Hoogleraar Godgeleerdheid, tot en met den dag, waarop de non-activiteit van professor eerdmans zal eindigen.1927-05-06  Wijziging van het KB van 1912-01-31;Gewoon Hoogleraar;"Arabische Taal- en Letterkunde;Oosterse Talen";1927-09-19;;Arabisch met ontheffing van het Onderwijs in Hebreeuwsche Taal- en Letterkunde en Israëlitische Oudheden;;;Letteren;1939-09-19;Overleden;;;;;;;;;;;;;(LETTEREN EN WIJSBEGEERTE, GODGELEERDHEID) 1912-1939. Hoogleeraar.;"zie o.a.: J. Huizinga in Jaarboek der Kon. Akademie van Wetenschappen 1939-1940; - Signora
Dott. V. Vacca in Oriente Moderno, Anno XIX no. 12, 1939; - J. N. Bakhuizen van
den Brink in Universiteitsblad 1939 Oct. 6; - G. van der Leeuw in „Kerk en Christend";8161787;1278101;068357109
1892;;Pabbruwe;Herman Johan;;Man;;1921-03-15;Druten;Nederland;2000-10-11;;;Promotie;Groningen;1961;Gebruik en gebruikelijk beding;Bijzonder Hoogleraar;Bankrecht;1983-08-18;1983-09-01;Bankrecht;1983-10-28;De betekenis van de onafhankelijke bankgarantie;Rechtsgeleerdheid;1986-03-31;Ontslag;"1986-10-28 Afscheidscollege: ""Het belang van het bankrecht"". Bijzonder Hoogleraar Rechtsgeleerdheid vanwege het Leids Universiteits Fonds";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;113916729;1664913;068324316
1270;;Jonker;Johann Christoph Gerhard;;Man;;1857-06-24;Amsterdam;Nederland;1919-06-26;Amsterdam;Nederland;Promotie;Leiden;1882;Over Javaansch strafrecht;Gewoon Hoogleraar;Aziatische Talen en Culturen;1908-11-24;;Javaansche Taal- en Letterkunde;1909-01-06;Geschiedenis der beoefening van de Javaansche taal;Letteren;1919-06-26;Overleden;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(LETTEREN EN WIJSBEGEERTE) 1908-1919. Hoogleeraar.;"zie P. S. van Ronkel in Leidsch Jaarboekje XVII 1920; - Almanak van het Leidsch Studenten
Corps 1920.";238030610;1581929;068230141
2783;;Wijk;Nicolaas van;;Man;;1880-10-04;Stad Delden;Nederland;1941-03-25;Leiden;Nederland;Promotie;Amsterdam;1902;Der nominale Genitiv Singular im Indogermanischen in seinem Verhältnis zum Nominativ;Gewoon Hoogleraar;Slavische Talen;1913-07-25;;De Balto-Slavische Talen;1913-10-08;Balties-Slaviese Problemen;Letteren;;;Rector Magnificus 1929-1930;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"zie: JB der R.U. te Leiden 1941 blz. 48 en JB Mij. der Ned. Letterk. 1942/43 blz.
            156.";59879999;1654993;068445334
2784;;Wijk;Henri Louis Anne van;;Man;;1909-10;Den Haag;Nederland;2001;;;Promotie;Amsterdam;1946;Contribución al estudio del habla popular de Venezuela;Gewoon Lector;Spaanse Taal- en Letterkunde;1954-08-20;;Het Spaans en Portugees;1955-02-01;Herkomst en evolutie van het Spaans in Amerika;Letteren;1979-09-01;Eervol ontslag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;285154732;;071355251
2785;;Wijn;Jan Frederik de;;Man;;1912-03-26;Ridderkerk;Nederland;20-07-2001;;;Promotie;Utrecht;1947;Deficientie-verschijnselen bij krijgsgevangenen, waargenomen bij langdurige ondervoeding in krijgsgevangen-kampen te Batavia en Fukuoka (Japan) gedurende de Japanse bezetting van Nederlandsch Oost-Indie͏̈ (1942-1945);Bijzonder Hoogleraar;;;1974-02-01;Voedingsleer;1974-11-15;Macht en onmacht;Geneeskunde;1982-09-01;Ontslag;"Bijzonder Hoogleraar Geneeskunde vanwege de Stichting Voeding Nederland (bevoegd verklaard tot het vestigen van een bijzondere leerstoel bij KB van 1973-12-11). 1982-05-25 Afscheidscollege: ""Waarom eten wij wat we eten?""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1975-1980 blz. 20.;26057971;;070979650
2786;;Wijngaarden;Maarten Aart van;;Man;;1924-06-17;Dordrecht;Nederland;2003;;;Promotie;VU Amsterdam;1969;De nieuwe A. V. : uniforme administratieve voorwaarden voor de uitvoering van werken, 1968;Buitengewoon Hoogleraar;;1985-08-02;1985-09-01;Bouwrecht;1986-02-07;Honderd jaar bouwrecht. Enkele lessen uit de geschiedenis;Rechtsgeleerdheid;1989-07-01;1989-04-27  Eervol ontslag miv 1989-07-01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33280340;;068254741
2228;;Serrurier;Lindor;;Man;;1846-12-21;Dordrecht;Nederland;1901-07-07;Batavia;Nederlands-Indië;;;;;Gewoon Lector;Japans, Chinees en Koreaans;1887-08-10;;Ethnographie en Japansche Taal;;;Letteren;1896-10-01;1896-09-23  Ontslag op eigen verzoek, ingaand 1896-10-01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"(LETTEREN EN WIJSBEGEERTE) 1887-1896. Lector.
• 1887 Aug. 10 Lector Letteren en Wijsbegeerte.   Ethnographie en
Japansche Taal.";zie: Nieuw Nederl. Biogr. Woordenboek I K. 1468.;166861460;;072411554
2008;;Rasker;Albert Jan;;Man;;1906-02-10;Zwolle;Nederland;1990-06-23;Enschede;Nederland;Promotie;Groningen;1935;De ethiek en het probleem van het booze : een studie naar aanleiding van de ethische en godsdienstphilosophische geschriften van Immanuel Kant;Gewoon Hoogleraar;Bijbelwetenschap;1951-03-01;;Bijbelse theologie, practische theologie, de geschiedenis van de NKH en van haar symbolische en liturgische geschriften. 1960 Ondw. Opdr. Gew. In: Geschiedenis van de NHK en haar symbolische en liturgische geschriften, Christelijke [..] zie bijzonder;1954-10-08;Het gezag van de Heilige Schrift;Godgeleerdheid;;;"Hoogleraar Godgeleerdheid vanwege de Nederlands Hervormde Kerk(NHK). Vervolg  onderw. opdr: […] Christelijke ethiek, wezen en geschiedenis van het apostolaat. 1974-11-01 Afscheidscollege:""De plaats van de theologie in de encyclopedie der wetenschappen""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1955 blz. 115.;75135513;;068348401
